id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Credit,Duration,Purpose,age_polarize
746,23,Female,2,Rent,Little,Little,2511,Common,15,Car,Young
747,37,Female,1,Own,Little,Little,1274,Common,12,Car,Young
748,26,Male,2,Own,Na,Na,5248,Standart,21,Car,Young
749,33,Male,2,Own,Little,Na,3029,Standart,15,Car,Young
750,49,Female,2,Own,Little,Little,428,Low-Risk,6,Furniture/Equipment,Old
751,23,Female,1,Own,Little,Little,976,Low-Risk,18,Car,Young
752,23,Female,1,Rent,Moderate,Moderate,841,Low-Risk,12,Business,Young
753,25,Female,2,Own,Little,Na,5771,Standart,30,Radio/Tv,Young
754,55,Male,2,Free,Rich,Na,1555,Common,12,Repairs,Old
755,32,Female,2,Rent,Na,Little,1285,Common,24,Car,Young
756,74,Male,0,Own,Little,Rich,1299,Common,6,Car,Old
757,39,Male,2,Free,Na,Rich,1271,Common,15,Radio/Tv,Young
758,31,Male,2,Own,Little,Na,1393,Common,24,Car,Young
759,35,Male,2,Own,Little,Little,691,Low-Risk,12,Car,Young
760,59,Female,2,Own,Na,Na,5045,Standart,15,Car,Old
761,24,Female,2,Rent,Little,Little,2124,Common,18,Furniture/Equipment,Young
762,24,Male,1,Own,Little,Little,2214,Common,12,Radio/Tv,Young
763,30,Male,3,Free,Na,Na,12680,Tail-Risk,21,Car,Young
764,27,Male,2,Own,Moderate,Na,2463,Common,24,Car,Young
765,40,Male,1,Own,Little,Moderate,1155,Common,12,Radio/Tv,Young
766,31,Male,1,Own,Little,Little,3108,Standart,30,Furniture/Equipment,Young
767,31,Female,2,Rent,Na,Na,2901,Common,10,Car,Young
768,28,Male,2,Rent,Little,Moderate,3617,Standart,12,Furniture/Equipment,Young
769,63,Male,1,Own,Little,Na,1655,Common,12,Radio/Tv,Old
770,26,Female,2,Rent,Na,Little,2812,Common,24,Car,Young
771,25,Female,3,Own,Little,Little,8065,Default-Risk,36,Education,Young
772,36,Male,3,Own,Little,Na,3275,Standart,21,Car,Young
773,52,Male,2,Own,Moderate,Na,2223,Common,24,Radio/Tv,Old
774,66,Male,0,Free,Quite Rich,Rich,1480,Common,12,Car,Old
775,25,Female,2,Rent,Na,Little,1371,Common,24,Car,Young
776,37,Male,2,Own,Little,Na,3535,Standart,36,Car,Young
777,25,Female,2,Own,Little,Little,3509,Standart,18,Radio/Tv,Young
778,38,Male,3,Own,Rich,Na,5711,Standart,36,Car,Young
779,67,Female,2,Own,Little,Moderate,3872,Standart,18,Repairs,Old
780,25,Male,2,Own,Little,Moderate,4933,Standart,39,Radio/Tv,Young
781,60,Male,2,Own,Rich,Na,1940,Common,24,Car,Old
782,31,Male,1,Own,Little,Moderate,1410,Common,12,Education,Young
783,23,Female,1,Own,Moderate,Moderate,836,Low-Risk,12,Car,Young
784,60,Male,3,Own,Na,Moderate,6468,Standart,20,Car,Old
785,35,Male,1,Own,Rich,Moderate,1941,Common,18,Business,Young
786,40,Male,2,Own,Quite Rich,Na,2675,Common,22,Radio/Tv,Young
787,38,Male,2,Own,Na,Na,2751,Common,48,Car,Young
788,50,Male,2,Free,Little,Moderate,6224,Standart,48,Education,Old
789,27,Male,2,Own,Little,Little,5998,Standart,40,Education,Young
790,39,Female,2,Own,Little,Moderate,1188,Common,21,Business,Young
791,41,Male,3,Own,Na,Na,6313,Standart,24,Car,Young
792,27,Male,2,Own,Na,Na,1221,Common,6,Furniture/Equipment,Young
793,51,Male,2,Free,Little,Rich,2892,Common,24,Furniture/Equipment,Old
794,32,Male,2,Rent,Quite Rich,Na,3062,Standart,24,Furniture/Equipment,Young
795,22,Female,2,Rent,Moderate,Na,2301,Common,9,Furniture/Equipment,Young
796,51,Male,2,Free,Na,Little,7511,Default-Risk,18,Car,Old
797,22,Female,1,Rent,Little,Na,1258,Common,12,Furniture/Equipment,Young
798,54,Male,2,Own,Na,Na,717,Low-Risk,24,Car,Old
799,35,Male,0,Own,Na,Moderate,1549,Common,9,Car,Young
800,54,Male,2,Free,Little,Na,1597,Common,24,Education,Old
801,48,Female,1,Rent,Little,Moderate,1795,Common,18,Radio/Tv,Old
802,24,Female,2,Own,Little,Little,4272,Standart,20,Furniture/Equipment,Young
803,35,Male,2,Own,Na,Na,976,Low-Risk,12,Radio/Tv,Young
804,24,Female,0,Rent,Na,Moderate,7472,Default-Risk,12,Car,Young
805,24,Male,2,Own,Little,Little,9271,Default-Risk,36,Car,Young
806,26,Male,1,Own,Little,Moderate,590,Low-Risk,6,Radio/Tv,Young
807,65,Male,2,Own,Na,Na,930,Low-Risk,12,Radio/Tv,Old
808,55,Male,3,Free,Little,Moderate,9283,Default-Risk,42,Car,Old
809,26,Female,0,Rent,Little,Moderate,1778,Common,15,Car,Young
810,26,Male,2,Own,Little,Moderate,907,Low-Risk,8,Business,Young
811,28,Male,1,Own,Little,Moderate,484,Low-Risk,6,Radio/Tv,Young
812,24,Male,2,Own,Little,Little,9629,Default-Risk,36,Car,Young
813,54,Male,2,Own,Little,Little,3051,Standart,48,Domestic Appliances,Old
814,46,Male,2,Free,Little,Little,3931,Standart,48,Car,Old
815,54,Female,2,Rent,Little,Moderate,7432,Default-Risk,36,Car,Old
816,62,Male,2,Own,Quite Rich,Na,1338,Common,6,Domestic Appliances,Old
817,24,Female,2,Rent,Little,Na,1554,Common,6,Radio/Tv,Young
818,43,Male,3,Own,Little,Little,15857,Tail-Risk,36,Vacation/Others,Young
819,26,Male,2,Own,Little,Little,1345,Common,18,Radio/Tv,Young
820,27,Male,2,Own,Little,Na,1101,Common,12,Car,Young
821,24,Male,2,Own,Little,Rich,3016,Standart,12,Radio/Tv,Young
822,41,Male,2,Own,Little,Little,2712,Common,36,Furniture/Equipment,Young
823,47,Male,1,Own,Little,Little,731,Low-Risk,8,Car,Old
824,35,Male,3,Own,Little,Na,3780,Standart,18,Furniture/Equipment,Young
825,30,Male,2,Own,Little,Little,1602,Common,21,Car,Young
826,33,Female,2,Rent,Little,Little,3966,Standart,18,Car,Young
827,36,Male,2,Own,Little,Na,4165,Standart,18,Business,Young
828,47,Male,2,Free,Na,Little,8335,Default-Risk,36,Car,Old
829,38,Male,2,Free,Na,Moderate,6681,Standart,48,Business,Young
830,44,Male,2,Own,Quite Rich,Na,2375,Common,24,Business,Young
831,23,Female,2,Rent,Little,Little,1216,Common,18,Car,Young
832,29,Male,2,Rent,Little,Little,11816,Default-Risk,45,Business,Young
833,42,Female,2,Own,Na,Moderate,5084,Standart,24,Radio/Tv,Young
834,25,Female,1,Own,Little,Rich,2327,Common,15,Radio/Tv,Young
835,48,Male,2,Own,Little,Little,1082,Common,12,Car,Old
836,21,Female,2,Own,Na,Na,886,Low-Risk,12,Radio/Tv,Young
837,23,Female,1,Rent,Little,Na,601,Low-Risk,4,Furniture/Equipment,Young
838,63,Male,2,Own,Little,Little,2957,Common,24,Car,Old
839,46,Male,2,Own,Little,Na,2611,Common,24,Radio/Tv,Old
840,29,Male,2,Own,Little,Little,5179,Standart,36,Furniture/Equipment,Young
841,28,Male,1,Own,Little,Na,2993,Common,21,Car,Young
842,23,Female,2,Own,Little,Na,1943,Common,18,Repairs,Young
843,50,Male,2,Own,Little,Na,1559,Common,24,Business,Old
844,47,Male,2,Own,Little,Na,3422,Standart,18,Furniture/Equipment,Old
845,35,Male,2,Own,Na,Moderate,3976,Standart,21,Furniture/Equipment,Young
846,68,Male,2,Rent,Na,Na,6761,Standart,18,Car,Old
847,28,Male,2,Own,Little,Na,1249,Common,24,Car,Young
848,59,Male,2,Own,Little,Little,1364,Common,9,Radio/Tv,Old
849,57,Male,1,Own,Little,Little,709,Low-Risk,12,Radio/Tv,Old
850,33,Male,2,Rent,Little,Little,2235,Common,20,Car,Young
851,43,Male,2,Own,Na,Na,4042,Standart,24,Car,Young
852,35,Male,2,Free,Little,Na,1471,Common,15,Radio/Tv,Young
853,32,Male,1,Free,Little,Little,1442,Common,18,Car,Young
854,45,Male,2,Own,Little,Na,10875,Default-Risk,36,Car,Old
855,33,Male,2,Own,Moderate,Na,1474,Common,24,Car,Young
856,40,Female,2,Own,Na,Na,894,Low-Risk,10,Education,Young
857,28,Male,2,Free,Little,Na,3343,Standart,15,Furniture/Equipment,Young
858,29,Female,2,Own,Little,Little,3959,Standart,15,Car,Young
859,26,Male,2,Rent,Moderate,Na,3577,Standart,9,Car,Young
860,27,Male,2,Own,Rich,Na,5804,Standart,24,Car,Young
861,28,Male,2,Own,Little,Na,2169,Common,18,Business,Young
862,35,Female,2,Own,Little,Little,2439,Common,24,Radio/Tv,Young
863,32,Male,1,Own,Rich,Na,4526,Standart,27,Furniture/Equipment,Young
864,25,Male,1,Rent,Little,Na,2210,Common,10,Furniture/Equipment,Young
865,20,Female,2,Rent,Quite Rich,Na,2221,Common,15,Furniture/Equipment,Young
866,27,Female,2,Own,Little,Little,2389,Common,18,Radio/Tv,Young
867,42,Male,2,Own,Little,Na,3331,Standart,12,Furniture/Equipment,Young
868,37,Male,2,Own,Na,Na,7409,Default-Risk,36,Business,Young
869,24,Female,2,Rent,Little,Little,652,Low-Risk,12,Furniture/Equipment,Young
870,40,Female,2,Own,Quite Rich,Na,7678,Default-Risk,36,Furniture/Equipment,Young
871,46,Male,2,Own,Little,Rich,1343,Common,6,Car,Old
872,26,Male,2,Own,Moderate,Little,1382,Common,24,Business,Young
873,24,Female,2,Own,Na,Na,874,Low-Risk,15,Domestic Appliances,Young
874,29,Male,1,Own,Little,Little,3590,Standart,12,Furniture/Equipment,Young
875,40,Female,2,Own,Rich,Moderate,1322,Common,11,Car,Young
876,36,Male,3,Free,Little,Little,1940,Common,18,Radio/Tv,Young
877,28,Male,2,Own,Little,Na,3595,Standart,36,Radio/Tv,Young
878,27,Male,3,Free,Little,Little,1422,Common,9,Car,Young
879,36,Male,2,Own,Na,Na,6742,Standart,30,Radio/Tv,Young
880,38,Male,3,Own,Little,Na,7814,Default-Risk,24,Car,Young
881,48,Male,2,Free,Na,Na,9277,Default-Risk,24,Car,Old
882,36,Male,2,Own,Na,Moderate,2181,Common,30,Car,Young
883,65,Female,0,Own,Little,Na,1098,Common,18,Radio/Tv,Old
884,43,Male,2,Own,Little,Moderate,4057,Standart,24,Furniture/Equipment,Young
885,53,Female,2,Own,Little,Little,795,Low-Risk,12,Education,Old
886,34,Male,2,Own,Na,Moderate,2825,Common,24,Business,Young
887,23,Male,2,Own,Little,Moderate,15672,Tail-Risk,48,Business,Young
888,34,Male,3,Own,Little,Na,6614,Standart,36,Car,Young
889,40,Male,2,Rent,Na,Na,7824,Default-Risk,28,Car,Young
890,43,Male,3,Own,Little,Little,2442,Common,27,Business,Young
891,46,Male,2,Own,Little,Na,1829,Common,15,Radio/Tv,Old
892,38,Male,1,Own,Little,Little,2171,Common,12,Car,Young
893,34,Male,2,Own,Little,Moderate,5800,Standart,36,Car,Young
894,29,Male,2,Own,Na,Na,1169,Common,18,Radio/Tv,Young
895,31,Male,3,Own,Na,Na,8947,Default-Risk,36,Car,Young
896,28,Female,3,Rent,Little,Little,2606,Common,21,Radio/Tv,Young
897,35,Female,2,Own,Rich,Na,1592,Common,12,Furniture/Equipment,Young
898,33,Female,1,Rent,Na,Na,2186,Common,15,Furniture/Equipment,Young
899,42,Male,2,Own,Little,Little,4153,Standart,18,Furniture/Equipment,Young
900,43,Male,2,Rent,Little,Little,2625,Common,16,Car,Young
901,44,Male,2,Own,Na,Na,3485,Standart,20,Car,Young
902,42,Male,2,Free,Na,Na,10477,Default-Risk,36,Car,Young
903,40,Male,2,Rent,Na,Na,1386,Common,15,Radio/Tv,Young
904,36,Male,3,Own,Little,Na,1278,Common,24,Radio/Tv,Young
905,20,Male,3,Rent,Little,Little,1107,Common,12,Radio/Tv,Young
906,24,Male,1,Own,Na,Little,3763,Standart,21,Car,Young
907,27,Male,2,Own,Na,Moderate,3711,Standart,36,Education,Young
908,46,Female,1,Own,Little,Na,3594,Standart,15,Car,Old
909,33,Female,1,Own,Na,Moderate,3195,Standart,9,Car,Young
910,34,Female,2,Own,Little,Na,4454,Standart,36,Radio/Tv,Young
911,25,Female,1,Own,Little,Moderate,4736,Standart,24,Furniture/Equipment,Young
912,25,Female,2,Own,Na,Moderate,2991,Common,30,Radio/Tv,Young
913,28,Male,2,Own,Rich,Na,2142,Common,11,Business,Young
914,31,Male,2,Rent,Little,Little,3161,Standart,24,Business,Young
915,32,Female,3,Own,Little,Moderate,18424,Tail-Risk,48,Vacation/Others,Young
916,32,Male,2,Own,Moderate,Na,2848,Common,10,Car,Young
917,68,Male,3,Own,Little,Little,14896,Tail-Risk,6,Car,Old
918,33,Male,2,Own,Moderate,Little,2359,Common,24,Furniture/Equipment,Young
919,39,Male,3,Rent,Little,Little,3345,Standart,24,Furniture/Equipment,Young
920,28,Female,2,Own,Little,Na,1817,Common,18,Furniture/Equipment,Young
921,37,Male,3,Own,Quite Rich,Na,12749,Tail-Risk,48,Radio/Tv,Young
922,22,Female,2,Rent,Little,Little,1366,Common,9,Radio/Tv,Young
923,30,Male,2,Rent,Little,Moderate,2002,Common,12,Car,Young
924,55,Male,2,Own,Little,Little,6872,Standart,24,Furniture/Equipment,Old
925,46,Male,2,Own,Little,Little,697,Low-Risk,12,Car,Old
926,21,Female,2,Rent,Little,Little,1049,Common,18,Furniture/Equipment,Young
927,39,Male,2,Free,Little,Little,10297,Default-Risk,48,Car,Young
928,58,Male,2,Own,Na,Na,1867,Common,30,Radio/Tv,Old
929,43,Male,1,Own,Little,Little,1344,Common,12,Car,Young
930,24,Male,1,Own,Little,Little,1747,Common,24,Furniture/Equipment,Young
931,22,Female,2,Own,Little,Moderate,1670,Common,9,Radio/Tv,Young
932,30,Male,2,Own,Little,Na,1224,Common,9,Car,Young
933,42,Male,2,Own,Quite Rich,Na,522,Low-Risk,12,Radio/Tv,Young
934,23,Female,2,Own,Little,Little,1498,Common,12,Radio/Tv,Young
935,30,Male,3,Own,Moderate,Moderate,1919,Common,30,Radio/Tv,Young
936,28,Female,1,Own,Little,Rich,745,Low-Risk,9,Radio/Tv,Young
937,30,Male,3,Rent,Little,Moderate,2063,Common,6,Radio/Tv,Young
938,42,Male,2,Free,Little,Moderate,6288,Standart,60,Education,Young
939,46,Male,3,Own,Na,Na,6842,Standart,24,Car,Old
940,45,Male,3,Own,Na,Na,3527,Standart,12,Car,Old
941,31,Male,1,Own,Little,Na,1546,Common,10,Car,Young
942,31,Male,2,Own,Na,Na,929,Low-Risk,24,Furniture/Equipment,Young
943,42,Male,1,Own,Little,Na,1455,Common,4,Car,Young
944,46,Female,2,Rent,Little,Little,1845,Common,15,Furniture/Equipment,Old
945,30,Female,2,Own,Quite Rich,Moderate,8358,Default-Risk,48,Car,Young
946,30,Male,2,Free,Quite Rich,Little,3349,Standart,24,Furniture/Equipment,Young
947,38,Male,3,Own,Na,Na,2859,Common,12,Car,Young
948,43,Male,1,Own,Little,Na,1533,Common,18,Furniture/Equipment,Young
949,31,Male,2,Own,Moderate,Na,3621,Standart,24,Radio/Tv,Young
950,40,Male,0,Own,Little,Moderate,3590,Standart,18,Business,Young
951,24,Male,2,Own,Little,Little,2145,Common,36,Business,Young
952,28,Female,2,Rent,Quite Rich,Moderate,4113,Standart,24,Car,Young
953,26,Female,3,Own,Little,Na,10974,Default-Risk,36,Furniture/Equipment,Young
954,29,Female,2,Own,Little,Little,1893,Common,12,Car,Young
955,57,Female,3,Rent,Rich,Little,1231,Common,24,Radio/Tv,Old
956,49,Male,1,Own,Na,Rich,3656,Standart,30,Radio/Tv,Old
957,37,Male,1,Own,Little,Moderate,1154,Common,9,Radio/Tv,Young
958,45,Male,1,Own,Little,Little,4006,Standart,28,Car,Old
959,30,Male,2,Free,Moderate,Moderate,3069,Standart,24,Furniture/Equipment,Young
960,30,Male,2,Rent,Little,Na,1740,Common,6,Radio/Tv,Young
961,47,Male,2,Own,Little,Moderate,2353,Common,21,Car,Old
962,29,Male,2,Own,Na,Na,3556,Standart,15,Car,Young
963,35,Male,2,Own,Quite Rich,Na,2397,Common,24,Radio/Tv,Young
964,22,Male,1,Own,Little,Moderate,454,Low-Risk,6,Repairs,Young
965,26,Female,2,Own,Na,Moderate,1715,Common,30,Radio/Tv,Young
966,23,Male,1,Own,Quite Rich,Moderate,2520,Common,27,Radio/Tv,Young
967,54,Female,3,Rent,Little,Na,3568,Standart,15,Radio/Tv,Old
968,29,Male,2,Rent,Na,Na,7166,Default-Risk,42,Radio/Tv,Young
969,40,Male,1,Own,Little,Little,3939,Standart,11,Car,Young
970,22,Male,2,Own,Moderate,Moderate,1514,Common,15,Repairs,Young
971,43,Male,1,Own,Little,Na,7393,Default-Risk,24,Car,Young
972,29,Female,0,Rent,Little,Little,1193,Common,24,Car,Young
973,36,Male,2,Rent,Little,Little,7297,Default-Risk,60,Business,Young
974,33,Female,2,Own,Little,Na,2831,Common,30,Radio/Tv,Young
975,57,Female,1,Own,Quite Rich,Rich,1258,Common,24,Radio/Tv,Old
976,64,Female,2,Own,Little,Moderate,753,Low-Risk,6,Radio/Tv,Old
977,42,Male,2,Own,Na,Moderate,2427,Common,18,Business,Young
978,47,Male,1,Own,Little,Na,2538,Common,24,Car,Old
979,25,Male,2,Rent,Moderate,Moderate,1264,Common,15,Car,Young
980,49,Male,2,Own,Little,Moderate,8386,Default-Risk,30,Furniture/Equipment,Old
981,33,Male,3,Rent,Little,Na,4844,Standart,48,Business,Young
982,28,Female,3,Own,Moderate,Rich,2923,Common,21,Car,Young
983,26,Male,2,Own,Little,Little,8229,Default-Risk,36,Car,Young
984,30,Male,1,Own,Little,Na,2028,Common,24,Furniture/Equipment,Young
985,25,Female,2,Rent,Little,Little,1433,Common,15,Furniture/Equipment,Young
986,33,Male,2,Own,Little,Rich,6289,Standart,42,Business,Young
987,64,Female,2,Own,Moderate,Na,1409,Common,13,Radio/Tv,Old
988,29,Male,3,Free,Little,Little,6579,Standart,24,Car,Young
989,48,Male,1,Own,Little,Moderate,1743,Common,24,Radio/Tv,Old
990,37,Male,1,Own,Na,Na,3565,Standart,12,Education,Young
991,34,Male,1,Own,Moderate,Na,1569,Common,15,Radio/Tv,Young
992,23,Male,1,Rent,Na,Little,1936,Common,18,Radio/Tv,Young
993,30,Male,3,Own,Little,Little,3959,Standart,36,Furniture/Equipment,Young
994,50,Male,2,Own,Na,Na,2390,Common,12,Car,Old
995,31,Female,1,Own,Little,Na,1736,Common,12,Furniture/Equipment,Young
996,40,Male,3,Own,Little,Little,3857,Standart,30,Car,Young
997,38,Male,2,Own,Little,Na,804,Low-Risk,12,Radio/Tv,Young
998,23,Male,2,Free,Little,Little,1845,Common,45,Radio/Tv,Young
999,27,Male,2,Own,Moderate,Moderate,4576,Standart,45,Car,Young
